"         1         0       726       121         0       300        20      5.01     75.01        92        96"
      0.00     -0.01      0.00       0
      0.00     -2.23      4.46
      0.00     -3.38      2.93
      0.00     -8.98     15.37
      0.00     -9.75     14.32
      0.00    -11.06     13.75
      0.00    -12.94     12.77
      0.00    -14.43     12.14
      0.00    -16.21     12.91
      0.00    -17.76     14.03
      0.00    -28.49     14.16
      0.00    -35.97     15.18
      0.00    -37.86     19.46
      0.00    -61.21     48.64
      0.00    -62.73     24.95
      0.00    -87.70    153.45
      0.00   -116.40     34.52
      0.00   -145.35     35.23
      0.00   -166.50     35.92
      0.00   -179.15     36.37
      0.00   -198.33     39.03
      0.00   -222.13     44.01
    121.00     -0.31      0.24       0
    121.00     -2.49      0.63
    121.00    -10.41      8.19
    121.00    -11.53      5.87
    121.00    -12.11      5.03
    121.00    -21.56     12.22
    121.00    -30.97     22.21
    121.00    -41.64     37.39
    121.00    -51.71     51.84
    121.00    -69.59     80.47
    121.00    -80.24     57.95
    121.00   -136.80    373.37
    121.00   -141.69     54.51
    121.00   -149.65     41.02
    121.00   -177.72     45.24
    121.00   -195.32     48.51
    121.00   -217.21     54.52
    121.00   -238.20     57.37
    242.00     -0.18      0.07       0
    242.00     -2.70      1.17
    242.00    -11.85     10.29
    242.00    -13.03      6.15
    242.00    -15.01      5.82
    242.00    -28.67     26.53
    242.00    -35.61     27.08
    242.00    -43.76     34.17
    242.00    -50.62     39.62
    242.00    -68.74     54.16
    242.00    -73.70     51.14
    242.00    -86.32     43.03
    242.00    -95.10     77.38
    242.00    -97.13     34.00
    242.00   -148.70     55.17
    242.00   -153.16     45.59
    242.00   -181.38     53.03
    242.00   -209.91     65.00
    242.00   -241.16     86.65
    242.00   -255.75     81.48
    363.00     -0.62      0.09       0
    363.00     -2.89      1.64
    363.00    -11.15      9.98
    363.00    -12.59      5.82
    363.00    -19.17      9.72
    363.00    -27.73     22.62
    363.00    -34.95     26.50
    363.00    -42.00     30.65
    363.00    -49.57     36.16
    363.00    -63.51     42.20
    363.00    -66.27     39.38
    363.00    -75.21     40.06
    363.00    -84.89     32.72
    363.00    -92.22     26.25
    363.00   -101.40     32.42
    363.00   -134.22     40.35
    363.00   -143.98     37.92
    363.00   -161.26     40.34
    363.00   -196.54     55.26
    363.00   -232.36     88.38
    363.00   -241.46     75.29
    484.00     -4.00      3.73       0
    484.00     -4.49      3.73
    484.00    -14.42     15.91
    484.00    -14.48      4.37
    484.00    -24.24     17.71
    484.00    -29.84     12.73
    484.00    -37.56     13.27
    484.00    -73.60     85.54
    484.00    -76.50     31.90
    484.00   -107.86     59.30
    484.00   -111.69     27.40
    484.00   -130.33     26.31
    484.00   -140.03     24.09
    484.00   -177.60     35.70
    484.00   -203.64     59.54
    605.00     -0.09      0.01       0
    605.00     -0.10      0.01
    605.00     -1.39      0.66
    605.00    -10.58     18.50
    605.00    -20.72     16.20
    605.00    -31.00     22.02
    605.00    -35.65     21.96
    605.00    -41.67     24.81
    605.00    -49.44     27.38
    605.00    -62.91     28.36
    605.00    -67.36     31.33
    605.00    -74.20     24.60
    605.00    -89.15     28.10
    605.00    -99.46     26.68
    605.00   -104.84     18.04
    605.00   -128.10     21.45
    605.00   -145.34     22.19
    605.00   -186.94     34.53
    605.00   -201.33     44.95
    605.00   -204.79     35.41
    726.00     -1.96      9.65       0
    726.00     -2.20      9.65
    726.00    -10.95     28.73
    726.00    -17.80     14.58
    726.00    -25.41     18.02
    726.00    -30.25     17.26
    726.00    -35.78     16.81
    726.00    -41.15     20.08
    726.00    -58.33     25.85
    726.00    -77.49     27.31
    726.00    -88.62     27.63
    726.00    -99.55     21.94
    726.00   -102.90     21.89
    726.00   -129.58     21.76
    726.00   -148.26     24.42
    726.00   -191.50     36.87
    726.00   -207.79     46.32
    726.00   -211.06     38.08
